,ROE,ROA,Margem Liquida,Margem Bruta,Divida Liquida,EBITDA,Divida_Liquida_EBITDA,Liquidez Corrente,PL/Ativos,Passivos/Ativos,Margem Ebit,Lucro Líquido,Dividendos Propostos (BPP),Dividendos a Pagar (BPP),Dividendos Pagos (DFC),Payout Contábil (%),Payout Caixa (%),FCL,Dividendos_Pagos_Total,Total_Acoes,VPA,LPA,Giro Ativos,Ticker_CVM,Ano,Dividendos_Pagos_T1,CNPJ,ticker
2001,21.59,10.211,11.756,52.625,500844.0,468525.0,1.069,1.084,47.292,100.0,-36.601,343720.0,50000.0,55962.0,0.0,30.828,0.0,231166.0,0.0,99631.0,15.979,3.45,86.855,22349,2021,0.0,16590234000176,ARZZ3
2002,15.917,9.069,9.98,53.939,373047.0,550129.0,0.678,1.457,56.974,100.0,-40.945,422538.0,0.0,72169.0,833794.0,17.08,197.33,-368998.0,0.0,110186077.0,0.024,0.004,90.867,22349,2022,0.0,16590234000176,ARZZ3
2003,13.611,6.671,8.226,54.244,1007808.0,558784.0,1.804,1.272,49.015,100.0,-42.715,398673.0,0.0,0.0,0.0,0.0,0.0,-201397.0,0.0,110989206.0,0.026,0.004,81.105,22349,2023,0.0,16590234000176,ARZZ3
2004,11.571,7.612,120.613,83.19,65404.0,441217.0,0.148,2.669,65.785,100.0,79.029,309795.0,0.0,26748.0,0.0,8.634,0.0,17782.0,24456.0,0.0,0.0,0.0,6.311,22357,2012,26748.0,05878397000132,ALSO3
2005,12.43,8.135,133.633,78.707,480220.0,548636.0,0.875,2.145,65.442,100.0,119.963,368497.0,0.0,34772.0,0.0,9.436,0.0,-297791.0,26748.0,0.0,0.0,0.0,6.087,22357,2013,34772.0,05878397000132,ALSO3
2006,8.669,5.794,86.21,76.256,597897.0,424528.0,1.408,2.12,66.833,100.0,56.257,274771.0,0.0,34773.0,0.0,12.655,0.0,7364.0,34772.0,0.0,0.0,0.0,6.721,22357,2014,34773.0,05878397000132,ALSO3
2007,6.166,4.163,61.61,75.929,626202.0,338080.0,1.852,1.407,67.518,100.0,25.277,204039.0,3387.0,31386.0,0.0,17.042,0.0,81990.0,34773.0,0.0,0.0,0.0,6.758,22357,2015,34773.0,05878397000132,ALSO3
2008,7.165,4.967,72.387,75.354,558365.0,391510.0,1.426,1.388,69.328,100.0,37.543,247777.0,0.0,34773.0,0.0,14.034,0.0,188655.0,34773.0,0.0,0.0,0.0,6.862,22357,2016,34773.0,05878397000132,ALSO3
2009,6.978,4.736,71.084,76.578,525948.0,383943.0,1.37,1.609,67.881,100.0,31.18,252247.0,0.0,30000.0,0.0,11.893,0.0,154437.0,34773.0,0.0,0.0,0.0,6.663,22357,2017,34773.0,05878397000132,ALSO3
2010,9.288,6.591,96.988,79.041,485035.0,557031.0,0.871,1.352,70.964,100.0,70.726,362844.0,0.0,3000.0,0.0,0.827,0.0,138081.0,34773.0,0.0,0.0,0.0,6.796,22357,2018,85569.0,05878397000132,ALSO3
2011,0.753,0.519,7.62,73.079,-32682.0,254048.0,-0.129,6.443,68.914,100.0,-38.895,56632.0,0.0,4488.0,-93839.0,7.925,165.7,-281437.0,85569.0,0.0,0.0,0.0,6.814,22357,2019,0.0,05878397000132,ALSO3
2012,2.658,1.86,25.386,66.204,-13113.0,320235.0,-0.041,4.368,69.961,100.0,-26.054,202473.0,0.0,44475.0,-47781.0,21.966,23.599,264985.0,0.0,264896090.0,0.029,0.001,7.326,22357,2020,60000.0,05878397000132,ALSO3
2013,4.077,2.865,33.957,67.921,-14862.0,490058.0,-0.03,2.44,70.267,100.0,-15.658,318405.0,0.0,70162.0,-50136.0,22.035,15.746,291026.0,60000.0,265108109.0,0.029,0.001,8.436,22357,2021,101979.0,05878397000132,ALSO3
2014,2.82,1.808,19.989,72.105,-18256.0,469562.0,-0.039,3.215,64.118,100.0,-29.853,222144.0,0.0,43034.0,-53056.0,19.372,23.884,-457817.0,101979.0,265728995.0,0.03,0.001,9.046,22357,2022,292894.0,05878397000132,ALSO3
2015,23.131,12.632,128.819,69.513,-44317.0,5412720.0,-0.008,1.789,54.61,100.0,130.051,3493910.0,0.0,620283.0,-265109.0,17.753,7.588,1801430.0,292894.0,553051062.0,0.027,0.006,9.806,22357,2023,914573.0,05878397000132,ALSO3
2016,3.702,3.388,17.838,60.459,-871322.0,-136178.0,6.398,12.252,91.527,100.0,-51.802,82468.0,0.0,0.0,0.0,0.0,0.0,-8599.0,1.0,0.0,0.0,0.0,18.993,22365,2012,0.0,11669021000110,ENAT3
2017,7.98,6.325,39.549,56.819,-189861.0,44111.0,-4.304,5.495,79.263,100.0,-30.973,192242.0,0.0,0.0,0.0,0.0,0.0,-659780.0,0.0,0.0,0.0,0.0,15.993,22365,2013,40000.0,11669021000110,ENAT3
2018,6.567,5.237,32.998,53.225,133724.0,-11512.0,-11.616,12.112,79.747,100.0,-33.585,166056.0,0.0,0.0,0.0,0.0,0.0,-268799.0,40000.0,0.0,0.0,0.0,15.87,22365,2014,38676.0,11669021000110,ENAT3
2019,3.481,2.729,18.866,49.041,188971.0,-582608.0,-0.324,8.466,78.395,100.0,-88.645,93613.0,38676.0,0.0,0.0,41.315,0.0,-53637.0,38676.0,0.0,0.0,0.0,14.465,22365,2015,38676.0,11669021000110,ENAT3
2020,5.501,4.291,32.091,49.474,342003.0,58766.0,5.82,5.634,78.005,100.0,-24.014,152898.0,38676.0,0.0,0.0,25.295,0.0,-85574.0,38676.0,0.0,0.0,0.0,13.371,22365,2016,38676.0,11669021000110,ENAT3
2021,11.491,9.09,71.229,54.614,306367.0,314614.0,0.974,7.373,79.111,100.0,13.62,357375.0,399998.0,0.0,0.0,111.927,0.0,73350.0,38676.0,0.0,0.0,0.0,12.762,22365,2017,399996.0,11669021000110,ENAT3
2022,13.29,10.783,53.339,42.48,229787.0,366127.0,0.628,9.932,81.135,100.0,10.285,425222.0,499996.0,0.0,0.0,117.585,0.0,432578.0,399996.0,0.0,0.0,0.0,20.215,22365,2018,499996.0,11669021000110,ENAT3
2023,7.441,4.736,19.382,31.901,200656.0,109896.0,1.826,3.629,63.65,100.0,-12.99,215465.0,300000.0,0.0,0.0,139.234,0.0,520739.0,499996.0,0.0,0.0,0.0,24.437,22365,2019,300000.0,11669021000110,ENAT3
2024,4.498,2.851,13.111,32.316,678801.0,398232.0,1.705,3.56,63.379,100.0,1.624,123953.0,50999.0,0.0,0.0,41.144,0.0,649309.0,300000.0,262542380.0,0.01,0.0,21.746,22365,2020,50999.0,11669021000110,ENAT3
2025,34.676,21.596,80.034,33.948,-33210.0,3720171.0,-0.009,3.259,62.281,100.0,83.21,1444560.0,39455.0,20.0,0.0,2.733,0.0,1245238.0,50999.0,263116249.0,0.016,0.005,26.984,22365,2021,450000.0,11669021000110,ENAT3
2026,9.328,4.632,17.624,49.325,1349632.0,555288.0,2.431,1.722,49.659,100.0,-16.019,383375.0,39511.0,0.0,0.0,10.306,0.0,-304130.0,450000.0,263430064.0,0.016,0.001,26.285,22365,2022,39511.0,11669021000110,ENAT3
2027,25.645,3.888,3.242,32.051,285491.0,74029.0,3.856,1.339,15.162,100.0,-22.163,24271.0,0.0,0.0,0.0,0.0,0.0,63685.0,5864.0,0.0,0.0,0.0,119.945,22373,2012,6977.0,22164990000136,
2028,28.367,4.47,3.775,33.742,271328.0,74707.0,3.632,1.19,15.756,100.0,-24.304,29884.0,0.0,0.0,0.0,0.0,0.0,33343.0,6977.0,0.0,0.0,0.0,118.393,22373,2013,3566.0,22164990000136,
2029,12.619,6.154,9.875,23.795,669983.0,213968.0,3.131,2.717,48.765,100.0,-10.53,159295.0,0.0,0.0,0.0,0.0,0.0,-72537.0,0.0,0.0,0.0,0.0,62.314,22381,2012,0.0,59104513000195,
2030,2.031,1.248,1.523,29.733,172407.0,59458.0,2.9,0.936,61.462,100.0,-24.662,17854.0,0.0,0.0,0.0,0.0,0.0,-52995.0,0.0,0.0,0.0,0.0,81.976,22438,2012,0.0,08936792000112,
2031,-1.116,-0.638,-0.57,13.653,-52936.0,-99307.0,0.533,1.842,57.191,100.0,-14.332,-3957.0,0.0,0.0,-13049.0,-0.0,-329.77,-79717.0,13049.0,0.0,0.0,0.0,112.018,22454,2012,0.0,02860694000162,SHOW3
2032,-4.424,-2.168,-2.67,16.213,-96312.0,-97433.0,0.988,1.297,49.019,100.0,-17.22,-14720.0,0.0,0.0,0.0,-0.0,-0.0,47634.0,0.0,0.0,0.0,0.0,81.214,22454,2013,540.0,02860694000162,SHOW3
2033,-27.426,-14.639,-12.718,7.345,-52731.0,-139279.0,0.379,1.096,53.374,100.0,-18.462,-70321.0,0.0,0.0,-540.0,-0.0,-0.768,-34007.0,540.0,0.0,0.0,0.0,115.104,22454,2014,233.0,02860694000162,SHOW3
2034,7.677,2.497,3.791,19.778,-191644.0,-45652.0,4.198,1.139,32.532,100.0,-14.26,20888.0,0.0,0.0,-233.0,0.0,1.115,157253.0,233.0,0.0,0.0,0.0,65.876,22454,2015,1979.0,02860694000162,SHOW3
2035,9.049,4.834,3.284,16.92,-85337.0,-20066.0,4.253,1.461,53.417,100.0,-10.196,26025.0,0.0,0.0,-1979.0,0.0,7.604,-98276.0,1979.0,0.0,0.0,0.0,147.19,22454,2016,6316.0,02860694000162,SHOW3
2036,13.852,6.49,6.933,20.635,-179079.0,-1784.0,100.381,1.435,46.852,100.0,-10.201,45266.0,0.0,0.0,-6316.0,0.0,13.953,98000.0,6316.0,0.0,0.0,0.0,93.607,22454,2017,21058.0,02860694000162,SHOW3
2037,3.176,1.558,1.775,16.198,-80192.0,-36325.0,2.208,2.234,49.053,100.0,-10.822,10623.0,0.0,0.0,-21058.0,0.0,198.23,-85348.0,21058.0,0.0,0.0,0.0,87.756,22454,2018,3992.0,02860694000162,SHOW3
2038,-25.948,-11.516,-18.232,14.37,-48587.0,-142170.0,0.342,1.598,44.382,100.0,-26.465,-71779.0,0.0,0.0,-3992.0,-0.0,-5.562,19333.0,3992.0,0.0,0.0,0.0,63.165,22454,2019,0.0,02860694000162,SHOW3
2039,-57.601,-20.675,-273.639,-37.757,-57455.0,-128407.0,0.447,1.404,35.893,100.0,-161.42,-109420.0,0.0,0.0,0.0,-0.0,-0.0,-11126.0,0.0,67413.0,2.818,-1.623,7.555,22454,2020,0.0,02860694000162,SHOW3
2040,-47.784,-11.925,-206.131,28.993,-90670.0,-120157.0,0.755,1.224,24.956,100.0,-208.226,-64548.0,0.0,0.0,0.0,-0.0,-0.0,8588.0,0.0,67413.0,2.004,-0.958,5.785,22454,2021,0.0,02860694000162,SHOW3
2041,-7.374,-1.643,-2.567,25.511,-88242.0,-14637.0,6.029,1.121,22.278,100.0,-15.103,-8431.0,0.0,0.0,0.0,-0.0,-0.0,11463.0,0.0,67413.0,1.696,-0.125,64.009,22454,2022,0.0,02860694000162,SHOW3
2042,32.276,11.564,8.305,20.427,-90888.0,41733.0,-2.178,1.219,35.829,100.0,-7.629,58198.0,0.0,0.0,0.0,0.0,0.0,14002.0,0.0,67413.0,2.675,0.863,139.246,22454,2023,240.0,02860694000162,SHOW3
2043,-1.095,-0.119,-0.088,32.857,812836.0,-333700.0,-2.436,1.128,10.874,100.0,-30.923,-6745.0,0.0,0.0,-2771.0,-0.0,-41.082,-173958.0,2771.0,0.0,0.0,0.0,135.312,22470,2012,0.0,47960950000121,MGLU3
2044,16.384,2.414,1.407,27.978,1039974.0,-130714.0,-7.956,1.156,14.735,100.0,-23.342,113806.0,0.0,16219.0,0.0,14.251,0.0,-83078.0,0.0,0.0,0.0,0.0,171.587,22470,2013,31486.0,47960950000121,MGLU3
2045,17.039,2.43,1.315,27.532,1299453.0,-65954.0,-19.702,1.199,14.262,100.0,-22.512,128556.0,0.0,18319.0,-31486.0,14.25,24.492,-21493.0,31486.0,0.0,0.0,0.0,184.864,22470,2014,33484.0,47960950000121,MGLU3
2046,-11.397,-1.192,-0.731,28.721,1205845.0,-245354.0,-4.915,1.169,10.463,100.0,-24.946,-65605.0,0.0,0.0,-33484.0,-0.0,-51.039,523639.0,33484.0,0.0,0.0,0.0,163.182,22470,2015,0.0,47960950000121,MGLU3
2047,13.926,1.419,0.91,30.736,1249635.0,-34600.0,-36.117,1.067,10.189,100.0,-24.627,86565.0,0.0,12335.0,0.0,14.249,0.0,132221.0,0.0,0.0,0.0,0.0,155.865,22470,2016,32369.0,47960950000121,MGLU3
2048,18.757,5.243,3.246,30.09,458791.0,208609.0,2.199,1.271,27.953,100.0,-22.683,389022.0,0.0,64273.0,-32369.0,16.522,8.321,-149181.0,32369.0,0.0,0.0,0.0,161.523,22470,2017,114273.0,47960950000121,MGLU3
2049,25.943,6.791,3.832,29.104,-143120.0,321717.0,-0.445,1.19,26.179,100.0,-22.167,597429.0,0.0,182000.0,-114273.0,30.464,19.127,842048.0,114273.0,0.0,0.0,0.0,177.229,22470,2018,182000.0,47960950000121,MGLU3
2050,12.186,4.658,4.635,27.929,543083.0,99998.0,5.431,1.605,38.224,100.0,-21.449,921828.0,0.0,123566.0,-182000.0,13.404,19.743,-4258146.0,182000.0,0.0,0.0,0.0,100.481,22470,2019,299405.0,47960950000121,MGLU3
2051,5.347,1.589,1.343,25.774,5381.0,-784746.0,-0.007,1.252,29.721,100.0,-22.947,391709.0,0.0,39953.0,-299405.0,10.2,76.436,1952435.0,299405.0,6463387160.0,0.001,0.0,118.379,22470,2020,146133.0,47960950000121,MGLU3
2052,5.245,1.539,1.674,24.057,4226648.0,-1378012.0,-3.067,1.606,29.338,100.0,-22.723,590661.0,0.0,41434.0,-146133.0,7.015,24.741,-5681880.0,146133.0,6665518344.0,0.002,0.0,91.907,22470,2021,99966.0,47960950000121,MGLU3
2053,-4.686,-1.321,-1.338,27.987,4688717.0,-1762185.0,-2.661,1.479,28.197,100.0,-25.918,-498975.0,0.0,0.0,-99966.0,-0.0,-20.034,2020560.0,99966.0,6677222470.0,0.002,-0.0,98.764,22470,2022,0.0,47960950000121,MGLU3
2054,-10.188,-2.614,-2.663,27.643,4761510.0,-2950038.0,-1.614,1.162,25.659,100.0,-28.655,-979104.0,0.0,0.0,0.0,-0.0,-0.0,3206220.0,0.0,6691911214.0,0.001,-0.0,98.166,22470,2023,0.0,47960950000121,MGLU3
2055,1.174,0.756,2.54,73.233,181214.0,79179.0,2.289,0.919,64.363,100.0,-64.633,23386.0,0.0,0.0,-633.0,0.0,2.707,-198174.0,0.0,0.0,0.0,0.0,29.745,22497,2012,0.0,11992680000193,QUAL3
2056,-0.606,-0.376,-1.017,74.615,-102025.0,231361.0,-0.441,1.295,62.119,100.0,-55.327,-12195.0,0.0,0.0,-1113.0,-0.0,-9.127,258157.0,0.0,0.0,0.0,0.0,36.999,22497,2013,0.0,11992680000193,QUAL3
2057,5.9,3.667,9.297,74.548,12542.0,406365.0,0.031,1.959,62.154,100.0,-47.33,138804.0,0.0,0.0,0.0,0.0,0.0,-130901.0,0.0,0.0,0.0,0.0,39.443,22497,2014,116316.0,11992680000193,QUAL3
2058,12.08,7.013,13.921,73.656,261870.0,421947.0,0.621,1.491,58.056,100.0,-49.268,240860.0,161827.0,0.0,-7281.0,67.187,3.023,295605.0,116316.0,0.0,0.0,0.0,50.377,22497,2015,462943.0,11992680000193,QUAL3
2059,20.34,11.716,21.41,74.413,492144.0,493617.0,0.997,1.225,57.602,100.0,-49.285,420577.0,0.0,0.0,-5795.0,0.0,1.378,160187.0,462943.0,0.0,0.0,0.0,54.722,22497,2016,237317.0,11992680000193,QUAL3
2060,16.301,10.926,18.591,76.033,467057.0,608477.0,0.768,2.538,67.025,100.0,-46.713,385819.0,0.0,0.0,0.0,0.0,0.0,101061.0,237317.0,0.0,0.0,0.0,58.767,22497,2017,354874.0,11992680000193,QUAL3
2061,16.863,11.186,20.55,80.921,478280.0,656153.0,0.729,0.937,66.337,100.0,-46.961,397043.0,0.0,0.0,0.0,0.0,0.0,446431.0,354874.0,0.0,0.0,0.0,54.436,22497,2018,366581.0,11992680000193,QUAL3
2062,27.526,11.62,19.608,81.055,1129350.0,604573.0,1.868,1.965,42.213,100.0,-50.871,392756.0,0.0,0.0,-164.0,0.0,0.042,739583.0,366581.0,0.0,0.0,0.0,59.26,22497,2019,51641.0,11992680000193,QUAL3
2063,23.448,8.967,19.506,81.593,932236.0,609230.0,1.53,1.43,38.243,100.0,-51.522,395187.0,0.0,0.0,-422.0,0.0,0.107,286999.0,51641.0,283616830.0,0.006,0.001,45.971,22497,2020,627786.0,11992680000193,QUAL3
2064,29.591,8.568,17.997,79.687,1776752.0,636787.0,2.79,0.477,28.955,100.0,-49.314,377306.0,0.0,0.0,-451.0,0.0,0.12,423.0,627786.0,277754145.0,0.005,0.001,47.61,22497,2021,78381.0,11992680000193,QUAL3
2065,7.48,2.249,5.2,77.236,1880587.0,362289.0,5.191,1.776,30.066,100.0,-58.67,101478.0,0.0,0.0,-544.0,0.0,0.536,28379.0,78381.0,278454229.0,0.005,0.0,43.249,22497,2022,27300.0,11992680000193,QUAL3
2066,-5.863,-1.672,-4.307,78.915,1842627.0,117493.0,15.683,1.242,28.508,100.0,-72.201,-75375.0,0.0,0.0,-453.0,-0.0,-0.601,60843.0,27300.0,279248312.0,0.005,-0.0,38.807,22497,2023,6780.0,11992680000193,QUAL3
2067,0.193,0.102,0.111,33.071,61940.0,-147690.0,-0.419,1.814,53.154,100.0,-30.236,2974.0,0.0,0.0,0.0,0.0,0.0,-655937.0,1299.0,0.0,0.0,0.0,92.513,22500,2012,0.0,11395624000171,
2068,-10.755,-4.838,-4.652,30.575,353385.0,-355971.0,-0.993,1.542,44.98,100.0,-32.242,-151379.0,0.0,0.0,0.0,-0.0,-0.0,-264771.0,0.0,0.0,0.0,0.0,103.985,22500,2013,0.0,11395624000171,
2069,-51.15,-23.518,-17.32,23.09,619050.0,-888388.0,-0.697,0.745,45.979,100.0,-37.945,-613242.0,0.0,0.0,0.0,-0.0,-0.0,-584165.0,0.0,0.0,0.0,0.0,135.788,22500,2014,0.0,11395624000171,
2070,-120.241,-28.052,-19.323,27.111,871334.0,-1046384.0,-0.833,0.48,23.33,100.0,-42.087,-654545.0,0.0,0.0,0.0,-0.0,-0.0,-46849.0,0.0,0.0,0.0,0.0,145.179,22500,2015,0.0,11395624000171,
2071,-208.434,-43.496,-42.215,30.71,595347.0,-750792.0,-0.793,0.213,20.868,100.0,-63.882,-634341.0,0.0,0.0,0.0,-0.0,-0.0,-21459.0,0.0,0.0,0.0,0.0,103.036,22500,2016,0.0,11395624000171,
2072,123.103,-1118.855,-313.801,30.796,1012558.0,-1840942.0,-0.55,0.041,-908.88,100.0,-321.083,-1621680.0,0.0,0.0,0.0,-0.0,-0.0,-301841.0,0.0,0.0,0.0,0.0,356.549,22500,2017,0.0,11395624000171,
2073,15.637,12.62,20.39,60.096,-14664.0,64759.0,-0.226,7.069,80.709,100.0,-39.387,63764.0,0.0,0.0,0.0,0.0,0.0,-9480.0,40398.0,0.0,0.0,0.0,61.893,22519,2012,13647.0,09295063000197,TECN3
2074,7.068,3.789,7.268,57.823,193450.0,48490.0,3.989,3.631,53.61,100.0,-46.642,31522.0,0.0,0.0,0.0,0.0,0.0,-192738.0,13647.0,0.0,0.0,0.0,52.13,22519,2013,12442.0,09295063000197,TECN3
2075,9.929,5.802,11.181,55.584,139025.0,65180.0,2.133,4.031,58.44,100.0,-39.818,46228.0,3205.0,0.0,0.0,6.933,0.0,76429.0,12442.0,0.0,0.0,0.0,51.893,22519,2014,37850.0,09295063000197,TECN3
2076,4.758,2.836,5.541,52.047,147427.0,31655.0,4.657,3.705,59.614,100.0,-44.079,22015.0,3205.0,0.0,0.0,14.558,0.0,37300.0,37850.0,0.0,0.0,0.0,51.186,22519,2015,3799.0,09295063000197,TECN3
2077,-0.417,-0.261,-0.536,46.992,84541.0,8545.0,9.894,3.151,62.46,100.0,-44.624,-1936.0,3205.0,0.0,0.0,-165.548,-0.0,43701.0,3799.0,0.0,0.0,0.0,48.602,22519,2016,0.0,09295063000197,TECN3
2078,-0.414,-0.268,-0.564,45.599,77215.0,-2921.0,-26.434,3.255,64.9,100.0,-46.458,-1919.0,3205.0,0.0,0.0,-167.014,-0.0,8829.0,0.0,0.0,0.0,0.0,47.572,22519,2017,0.0,09295063000197,TECN3
2079,3.086,1.813,4.7,47.975,36463.0,-2902.0,-12.565,2.865,58.764,100.0,-48.924,14369.0,3205.0,0.0,0.0,22.305,0.0,54033.0,0.0,0.0,0.0,0.0,38.575,22519,2018,1.0,09295063000197,TECN3
2080,-35.605,-18.142,-38.787,34.546,47843.0,-126645.0,-0.378,2.409,50.952,100.0,-74.595,-122654.0,3205.0,0.0,0.0,-2.613,-0.0,-4210.0,1.0,0.0,0.0,0.0,46.773,22519,2019,4.0,09295063000197,TECN3
2081,-8.904,-4.703,-11.514,45.951,72942.0,-9616.0,-7.585,5.187,52.82,100.0,-49.882,-28163.0,3205.0,0.0,0.0,-11.38,-0.0,13330.0,4.0,77298415.0,0.004,-0.0,40.849,22519,2020,0.0,09295063000197,TECN3
2082,8.535,4.369,8.932,52.537,44066.0,50649.0,0.87,3.832,51.19,100.0,-36.427,28081.0,3205.0,0.0,0.0,11.413,0.0,42324.0,0.0,73525569.0,0.004,0.0,48.917,22519,2021,5999.0,09295063000197,TECN3
2083,10.94,6.211,11.367,54.252,21940.0,55603.0,0.395,4.837,56.777,100.0,-38.422,39925.0,0.0,0.0,0.0,0.0,0.0,32217.0,5999.0,73533963.0,0.005,0.001,54.644,22519,2022,5999.0,09295063000197,TECN3
2084,13.96,8.445,16.42,55.318,-31333.0,61716.0,-0.508,4.581,60.497,100.0,-37.291,56213.0,0.0,0.0,0.0,0.0,0.0,78232.0,5999.0,68582406.0,0.006,0.001,51.433,22519,2023,10228.0,09295063000197,TECN3
2085,9.383,5.285,11.106,64.169,-15816.0,186134.0,-0.085,2.125,56.319,100.0,-43.08,98123.0,0.0,0.0,0.0,0.0,0.0,1541.0,11475.0,0.0,0.0,0.0,47.584,22551,2012,24633.0,02541982000154,
2086,4.97,2.44,7.611,68.59,403605.0,205594.0,1.963,1.832,49.096,100.0,-48.623,78885.0,0.0,0.0,0.0,0.0,0.0,-483875.0,24633.0,0.0,0.0,0.0,32.059,22551,2013,25200.0,02541982000154,
2087,3.723,1.746,4.638,67.341,490498.0,205913.0,2.382,2.435,46.906,100.0,-50.908,58678.0,0.0,0.0,0.0,0.0,0.0,-44691.0,25200.0,0.0,0.0,0.0,37.645,22551,2014,13567.0,02541982000154,
2088,-64.646,-16.469,-51.04,62.064,1314156.0,133954.0,9.811,1.672,25.476,100.0,-50.747,-604133.0,0.0,864.0,0.0,-0.143,-0.0,-456673.0,13567.0,0.0,0.0,0.0,32.267,22551,2015,882.0,02541982000154,
2089,-8.837,-2.143,-3.985,52.677,1026061.0,120996.0,8.48,1.091,24.248,100.0,-46.203,-74487.0,0.0,289.0,0.0,-0.388,-0.0,317166.0,882.0,0.0,0.0,0.0,53.766,22551,2016,0.0,02541982000154,
2090,1.401,0.317,0.636,55.63,1231755.0,268117.0,4.594,1.44,22.644,100.0,-41.304,11897.0,0.0,818.0,0.0,6.876,0.0,-140754.0,0.0,0.0,0.0,0.0,49.92,22551,2017,1619.0,02541982000154,
2091,-4.149,-1.402,-1.819,57.159,314488.0,14212.0,22.128,0.779,33.794,100.0,-53.639,-14188.0,0.0,2046.0,0.0,-14.421,-0.0,-75389.0,0.0,0.0,0.0,0.0,77.075,22560,2012,0.0,09054385000144,
2092,9.799,3.469,4.076,62.077,370716.0,91077.0,4.07,1.076,35.398,100.0,-50.025,36925.0,0.0,2046.0,0.0,5.541,0.0,-44445.0,0.0,0.0,0.0,0.0,85.101,22560,2013,5768.0,09054385000144,
2093,8.034,2.788,3.653,61.081,415937.0,83644.0,4.973,1.316,34.707,100.0,-47.618,33916.0,0.0,10208.0,-5768.0,30.098,17.007,-21080.0,5768.0,0.0,0.0,0.0,76.338,22560,2014,8162.0,09054385000144,
2094,3.07,1.058,1.458,60.887,458737.0,41238.0,11.124,0.689,34.465,100.0,-50.674,13311.0,0.0,6927.0,-8162.0,52.04,61.318,60776.0,8162.0,0.0,0.0,0.0,72.6,22560,2015,0.0,09054385000144,
2095,-21.93,-7.765,-11.703,60.252,502011.0,-68792.0,-7.298,1.621,35.41,100.0,-59.967,-96635.0,0.0,5689.0,0.0,-5.887,-0.0,-36908.0,0.0,0.0,0.0,0.0,66.352,22560,2016,0.0,09054385000144,
2096,-25.647,-8.537,-12.659,66.191,490543.0,-111560.0,-4.397,0.631,33.286,100.0,-70.071,-90408.0,0.0,5689.0,0.0,-6.293,-0.0,37439.0,0.0,0.0,0.0,0.0,67.437,22560,2017,0.0,09054385000144,
2097,-7.446,-2.561,-4.041,67.564,498128.0,-19453.0,-25.607,2.881,34.388,100.0,-64.741,-27071.0,0.0,0.0,0.0,-0.0,-0.0,-11159.0,0.0,0.0,0.0,0.0,63.359,22560,2018,0.0,09054385000144,
2098,6.051,1.856,4.192,68.975,511274.0,43927.0,11.639,1.641,30.672,100.0,-58.248,23990.0,0.0,0.0,0.0,0.0,0.0,76281.0,0.0,0.0,0.0,0.0,44.272,22560,2019,0.0,09054385000144,
2099,-38.757,-9.707,-36.923,68.992,512082.0,-163396.0,-3.134,1.169,25.045,100.0,-91.576,-111030.0,0.0,0.0,0.0,-0.0,-0.0,61519.0,0.0,138442514.0,0.002,-0.001,26.29,22560,2020,0.0,09054385000144,
2100,0.613,0.153,0.416,69.975,535319.0,-64802.0,-8.261,0.902,24.918,100.0,-64.187,1763.0,0.0,0.0,0.0,0.0,0.0,54470.0,0.0,138442514.0,0.002,0.0,36.76,22560,2021,0.0,09054385000144,
2101,-45.113,-10.455,-23.576,71.635,601303.0,-267.0,-2252.071,1.459,23.174,100.0,-56.609,-125028.0,0.0,0.0,0.0,-0.0,-0.0,68857.0,0.0,138442514.0,0.002,-0.001,44.345,22560,2022,0.0,09054385000144,
2102,-10.428,-2.339,-5.052,73.044,593967.0,-24222.0,-24.522,1.57,22.434,100.0,-62.512,-26206.0,0.0,0.0,0.0,-0.0,-0.0,148517.0,0.0,138442514.0,0.002,-0.0,46.3,22560,2023,0.0,09054385000144,
2103,82.882,58.421,1960.589,23.401,3311.0,1499899.0,0.002,2.317,70.487,100.0,1977.309,693480.0,0.0,0.0,0.0,0.0,0.0,15151.0,1650.0,0.0,0.0,0.0,2.98,22586,2016,0.0,13444994000187,
2104,-5.777,-4.004,-62.011,7.08,-34440.0,-53712.0,0.641,2.333,69.313,100.0,-50.85,-45651.0,0.0,0.0,0.0,-0.0,-0.0,57648.0,0.0,0.0,0.0,0.0,6.457,22586,2017,0.0,13444994000187,
2105,-2.328,-1.542,-28.461,7.974,60430.0,-35888.0,-1.684,1.171,66.209,100.0,-25.531,-18953.0,0.0,0.0,-197.0,-0.0,-1.039,-53934.0,0.0,0.0,0.0,0.0,5.416,22586,2018,0.0,13444994000187,
2106,-3.764,-2.523,-40.791,6.425,11362.0,-36280.0,-0.313,0.79,67.034,100.0,-27.517,-29530.0,0.0,0.0,0.0,-0.0,-0.0,-19034.0,0.0,0.0,0.0,0.0,6.186,22586,2019,0.0,13444994000187,
2107,5.009,3.338,60.548,2.974,85593.0,19277.0,4.44,0.31,66.649,100.0,55.851,41366.0,0.0,0.0,0.0,0.0,0.0,7789.0,0.0,2900.0,284.785,14.264,5.513,22586,2020,0.0,13444994000187,
2108,-0.301,-0.193,-2.258,5.401,78218.0,-30661.0,-2.551,0.3,64.077,100.0,-6.732,-2479.0,0.0,0.0,0.0,-0.0,-0.0,-16301.0,0.0,2900.0,283.93,-0.855,8.545,22586,2021,0.0,13444994000187,
